controller_path,module,class_route_prefix,route_count,route_names
"Maintainers/Hospital/PrescriptionFrequencyController.php","Maintainers/Hospital","/maintainers/hospital/prescription-frequency",6,"app_maintainers_hospital_prescription_frequency_index;app_maintainers_hospital_prescription_frequency_create;app_maintainers_hospital_prescription_frequency_edit;app_maintainers_hospital_prescription_frequency_delete;app_maintainers_hospital_prescription_frequency_export;frecuencias_receta_"
"Maintainers/Hospital/PrescriptionRouteController.php","Maintainers/Hospital","/maintainers/hospital/prescription-route",6,"app_maintainers_hospital_prescription_route_index;app_maintainers_hospital_prescription_route_create;app_maintainers_hospital_prescription_route_edit;app_maintainers_hospital_prescription_route_delete;app_maintainers_hospital_prescription_route_export;vias_administracion_"
"Maintainers/Hospital/PrescriptionRuleDetailController.php","Maintainers/Hospital","/maintainers/hospital/prescription-rule-detail",6,"app_maintainers_hospital_prescription_rule_detail_index;app_maintainers_hospital_prescription_rule_detail_create;app_maintainers_hospital_prescription_rule_detail_edit;app_maintainers_hospital_prescription_rule_detail_delete;app_maintainers_hospital_prescription_rule_detail_export;reglas_prescripcion_"
"Maintainers/Hospital/PrescriptionTypeController.php","Maintainers/Hospital","/maintainers/hospital/prescription-type",6,"app_maintainers_hospital_prescription_type_index;app_maintainers_hospital_prescription_type_create;app_maintainers_hospital_prescription_type_edit;app_maintainers_hospital_prescription_type_delete;app_maintainers_hospital_prescription_type_export;tipos_receta_"
"Maintainers/Logistics/ArticleController.php","Maintainers/Logistics","/maintainers/logistics/article",6,"app_maintainers_logistics_article_index;app_maintainers_logistics_article_create;app_maintainers_logistics_article_edit;app_maintainers_logistics_article_delete;app_maintainers_logistics_article_export;articulos_"
"Maintainers/Logistics/ArticleOutflowTypeController.php","Maintainers/Logistics","/maintainers/logistics/article-outflow-type",6,"app_maintainers_logistics_article_outflow_type_index;app_maintainers_logistics_article_outflow_type_create;app_maintainers_logistics_article_outflow_type_edit;app_maintainers_logistics_article_outflow_type_delete;app_maintainers_logistics_article_outflow_type_export;tipos_egreso_articulo_"
"Maintainers/Logistics/ArticleSupplierController.php","Maintainers/Logistics","/maintainers/logistics/article-supplier",6,"app_maintainers_logistics_article_supplier_index;app_maintainers_logistics_article_supplier_create;app_maintainers_logistics_article_supplier_edit;app_maintainers_logistics_article_supplier_delete;app_maintainers_logistics_article_supplier_export;proveedores_articulo_"
"Maintainers/Logistics/ArticleTypeController.php","Maintainers/Logistics","/maintainers/logistics/article-type",6,"app_maintainers_logistics_article_type_index;app_maintainers_logistics_article_type_create;app_maintainers_logistics_article_type_edit;app_maintainers_logistics_article_type_delete;app_maintainers_logistics_article_type_export;tipos_articulo_"
"Maintainers/Logistics/ArticleWarehouseController.php","Maintainers/Logistics","/maintainers/logistics/article-warehouse",6,"app_maintainers_logistics_article_warehouse_index;app_maintainers_logistics_article_warehouse_create;app_maintainers_logistics_article_warehouse_edit;app_maintainers_logistics_article_warehouse_delete;app_maintainers_logistics_article_warehouse_export;articulos_bodega_"
"Maintainers/Logistics/DispatchTypeController.php","Maintainers/Logistics","/maintainers/logistics/dispatch-type",6,"app_maintainers_logistics_dispatch_type_index;app_maintainers_logistics_dispatch_type_create;app_maintainers_logistics_dispatch_type_edit;app_maintainers_logistics_dispatch_type_delete;app_maintainers_logistics_dispatch_type_export;tipos_despacho_"
"Maintainers/Logistics/InventoryAdjustmentReasonController.php","Maintainers/Logistics","/maintainers/logistics/inventory-adjustment-reason",6,"app_maintainers_logistics_inventory_adjustment_reason_index;app_maintainers_logistics_inventory_adjustment_reason_create;app_maintainers_logistics_inventory_adjustment_reason_edit;app_maintainers_logistics_inventory_adjustment_reason_delete;app_maintainers_logistics_inventory_adjustment_reason_export;motivos_ajuste_inventario_"
"Maintainers/Logistics/ProductConditionTypeController.php","Maintainers/Logistics","/maintainers/logistics/product-condition-type",6,"app_maintainers_logistics_product_condition_type_index;app_maintainers_logistics_product_condition_type_create;app_maintainers_logistics_product_condition_type_edit;app_maintainers_logistics_product_condition_type_delete;app_maintainers_logistics_product_condition_type_export;tipos_condicion_producto_"
"Maintainers/Logistics/SignatureFooterController.php","Maintainers/Logistics","/maintainers/logistics/signature-footer",6,"app_maintainers_logistics_signature_footer_index;app_maintainers_logistics_signature_footer_create;app_maintainers_logistics_signature_footer_edit;app_maintainers_logistics_signature_footer_delete;app_maintainers_logistics_signature_footer_export;pies_firma_"
"Maintainers/Logistics/WarehouseSpecialtyController.php","Maintainers/Logistics","/maintainers/logistics/warehouse-specialty",6,"app_maintainers_logistics_warehouse_specialty_index;app_maintainers_logistics_warehouse_specialty_create;app_maintainers_logistics_warehouse_specialty_edit;app_maintainers_logistics_warehouse_specialty_delete;app_maintainers_logistics_warehouse_specialty_export;especialidades_bodega_"
"Maintainers/Settlements/BankAccountController.php","Maintainers/Settlements","/maintainers/settlements/bank-account",6,"app_maintainers_settlements_bank_account_index;app_maintainers_settlements_bank_account_create;app_maintainers_settlements_bank_account_edit;app_maintainers_settlements_bank_account_delete;app_maintainers_settlements_bank_account_export;cuentas_bancarias_"
"Maintainers/Settlements/CompanyUserAssociationController.php","Maintainers/Settlements","/maintainers/settlements/company-user-association",6,"app_maintainers_settlements_company_user_association_index;app_maintainers_settlements_company_user_association_create;app_maintainers_settlements_company_user_association_edit;app_maintainers_settlements_company_user_association_delete;app_maintainers_settlements_company_user_association_export;asociaciones_empresa_usuario_"
"Maintainers/Settlements/DailyUFController.php","Maintainers/Settlements","/maintainers/settlements/daily-uf",6,"app_maintainers_settlements_daily_uf_index;app_maintainers_settlements_daily_uf_create;app_maintainers_settlements_daily_uf_edit;app_maintainers_settlements_daily_uf_delete;app_maintainers_settlements_daily_uf_export;uf_diaria_"
"Maintainers/Settlements/ProfessionalParticipationController.php","Maintainers/Settlements","/maintainers/settlements/professional-participation",6,"app_maintainers_settlements_professional_participation_index;app_maintainers_settlements_professional_participation_create;app_maintainers_settlements_professional_participation_edit;app_maintainers_settlements_professional_participation_delete;app_maintainers_settlements_professional_participation_export;participaciones_profesionales_"
"Maintainers/Settlements/SettlementBaseController.php","Maintainers/Settlements","/maintainers/settlements/settlement-base",6,"app_maintainers_settlements_settlement_base_index;app_maintainers_settlements_settlement_base_create;app_maintainers_settlements_settlement_base_edit;app_maintainers_settlements_settlement_base_delete;app_maintainers_settlements_settlement_base_export;bases_liquidacion_"
"Maintainers/Structure/BranchController.php","Maintainers/Structure","/maintainers/structure/branch",6,"app_maintainers_branch_index;app_maintainers_branch_create;app_maintainers_branch_edit;app_maintainers_branch_delete;app_maintainers_branch_export;sucursales_"
"Maintainers/Structure/CostCenterController.php","Maintainers/Structure","/maintainers/structure/cost-center",6,"app_maintainers_cost_center_index;app_maintainers_cost_center_create;app_maintainers_cost_center_edit;app_maintainers_cost_center_delete;app_maintainers_cost_center_export;centros_costo_"
"Maintainers/Structure/DepartmentController.php","Maintainers/Structure","/maintainers/structure/department",6,"app_maintainers_department_index;app_maintainers_department_create;app_maintainers_department_edit;app_maintainers_department_delete;app_maintainers_department_export;departamentos_"
"Maintainers/Structure/MedicalServiceController.php","Maintainers/Structure","/maintainers/structure/medical-service",6,"app_maintainers_medical_service_index;app_maintainers_medical_service_create;app_maintainers_medical_service_edit;app_maintainers_medical_service_delete;app_maintainers_medical_service_export;servicios_medicos_"
"Maintainers/Structure/ServiceTypeController.php","Maintainers/Structure","/maintainers/structure/service-type",6,"app_maintainers_service_type_index;app_maintainers_service_type_create;app_maintainers_service_type_edit;app_maintainers_service_type_delete;app_maintainers_service_type_export;tipos_servicio_"
"Maintainers/Structure/SubCompanyController.php","Maintainers/Structure","/maintainers/structure/sub-company",6,"app_maintainers_sub_company_index;app_maintainers_sub_company_create;app_maintainers_sub_company_edit;app_maintainers_sub_company_delete;app_maintainers_sub_company_export;sub_empresas_"
"Maintainers/Surgery/AnesthesiaTypeController.php","Maintainers/Surgery","/maintainers/surgery/anesthesia-type",5,"app_maintainers_surgery_anesthesia_type_index;app_maintainers_surgery_anesthesia_type_create;app_maintainers_surgery_anesthesia_type_edit;app_maintainers_surgery_anesthesia_type_delete;app_maintainers_surgery_anesthesia_type_export"
"Maintainers/Surgery/BloodTypeController.php","Maintainers/Surgery","/maintainers/surgery/blood-type",5,"app_maintainers_surgery_blood_type_index;app_maintainers_surgery_blood_type_create;app_maintainers_surgery_blood_type_edit;app_maintainers_surgery_blood_type_delete;app_maintainers_surgery_blood_type_export"
"Maintainers/Surgery/SurgeryBlockReasonController.php","Maintainers/Surgery","/maintainers/surgery/surgery-block-reason",5,"app_maintainers_surgery_surgery_block_reason_index;app_maintainers_surgery_surgery_block_reason_create;app_maintainers_surgery_surgery_block_reason_edit;app_maintainers_surgery_surgery_block_reason_delete;app_maintainers_surgery_surgery_block_reason_export"
"Maintainers/Surgery/SurgeryCancellationReasonController.php","Maintainers/Surgery","/maintainers/surgery/surgery-cancellation-reason",5,"app_maintainers_surgery_surgery_cancellation_reason_index;app_maintainers_surgery_surgery_cancellation_reason_create;app_maintainers_surgery_surgery_cancellation_reason_edit;app_maintainers_surgery_surgery_cancellation_reason_delete;app_maintainers_surgery_surgery_cancellation_reason_export"
"Maintainers/Surgery/SurgeryPatientStatusConfigController.php","Maintainers/Surgery","/maintainers/surgery/surgery-patient-status-config",5,"app_maintainers_surgery_surgery_patient_status_config_index;app_maintainers_surgery_surgery_patient_status_config_create;app_maintainers_surgery_surgery_patient_status_config_edit;app_maintainers_surgery_surgery_patient_status_config_delete;app_maintainers_surgery_surgery_patient_status_config_export"
"Maintainers/Surgery/SurgeryPatientStatusController.php","Maintainers/Surgery","/maintainers/surgery/surgery-patient-status",5,"app_maintainers_surgery_surgery_patient_status_index;app_maintainers_surgery_surgery_patient_status_create;app_maintainers_surgery_surgery_patient_status_edit;app_maintainers_surgery_surgery_patient_status_delete;app_maintainers_surgery_surgery_patient_status_export"
"Maintainers/Surgery/SurgerySuspensionCauseController.php","Maintainers/Surgery","/maintainers/surgery/surgery-suspension-cause",5,"app_maintainers_surgery_surgery_suspension_cause_index;app_maintainers_surgery_surgery_suspension_cause_create;app_maintainers_surgery_surgery_suspension_cause_edit;app_maintainers_surgery_surgery_suspension_cause_delete;app_maintainers_surgery_surgery_suspension_cause_export"
"Maintainers/Surgery/SurgicalBlockController.php","Maintainers/Surgery","/maintainers/surgery/surgical-block",5,"app_maintainers_surgery_surgical_block_index;app_maintainers_surgery_surgical_block_create;app_maintainers_surgery_surgical_block_edit;app_maintainers_surgery_surgical_block_delete;app_maintainers_surgery_surgical_block_export"
"Maintainers/Surgery/SurgicalStageController.php","Maintainers/Surgery","/maintainers/surgery/surgical-stage",5,"app_maintainers_surgery_surgical_stage_index;app_maintainers_surgery_surgical_stage_create;app_maintainers_surgery_surgical_stage_edit;app_maintainers_surgery_surgical_stage_delete;app_maintainers_surgery_surgical_stage_export"
"Maintainers/Surgery/SurgicalStageItemController.php","Maintainers/Surgery","/maintainers/surgery/surgical-stage-item",5,"app_maintainers_surgery_surgical_stage_item_index;app_maintainers_surgery_surgical_stage_item_create;app_maintainers_surgery_surgical_stage_item_edit;app_maintainers_surgery_surgical_stage_item_delete;app_maintainers_surgery_surgical_stage_item_export"
"Maintainers/Surgery/SurgicalTeamRoleController.php","Maintainers/Surgery","/maintainers/surgery/surgical-team-role",5,"app_maintainers_surgery_surgical_team_role_index;app_maintainers_surgery_surgical_team_role_create;app_maintainers_surgery_surgical_team_role_edit;app_maintainers_surgery_surgical_team_role_delete;app_maintainers_surgery_surgical_team_role_export"
"Maintainers/Surgery/TreatmentRegimenController.php","Maintainers/Surgery","/maintainers/surgery/treatment-regimen",5,"app_maintainers_surgery_treatment_regimen_index;app_maintainers_surgery_treatment_regimen_create;app_maintainers_surgery_treatment_regimen_edit;app_maintainers_surgery_treatment_regimen_delete;app_maintainers_surgery_treatment_regimen_export"
"Maintainers/Surgery/WoundTypeController.php","Maintainers/Surgery","/maintainers/surgery/wound-type",5,"app_maintainers_surgery_wound_type_index;app_maintainers_surgery_wound_type_create;app_maintainers_surgery_wound_type_edit;app_maintainers_surgery_wound_type_delete;app_maintainers_surgery_wound_type_export"
"Maintainers/Treasury/BankAccountTypeController.php","Maintainers/Treasury","/maintainers/treasury/bank-account-type",6,"app_maintainers_treasury_bank_account_type_index;app_maintainers_treasury_bank_account_type_create;app_maintainers_treasury_bank_account_type_edit;app_maintainers_treasury_bank_account_type_delete;app_maintainers_treasury_bank_account_type_export;tipos_cuenta_banco_"
"Maintainers/Treasury/BankController.php","Maintainers/Treasury","/maintainers/treasury/bank",6,"app_maintainers_treasury_bank_index;app_maintainers_treasury_bank_create;app_maintainers_treasury_bank_edit;app_maintainers_treasury_bank_delete;app_maintainers_treasury_bank_export;bancos_"
"Maintainers/Treasury/BillingPaymentMethodController.php","Maintainers/Treasury","/maintainers/treasury/billing-payment-method",6,"app_maintainers_treasury_billing_payment_method_index;app_maintainers_treasury_billing_payment_method_create;app_maintainers_treasury_billing_payment_method_edit;app_maintainers_treasury_billing_payment_method_delete;app_maintainers_treasury_billing_payment_method_export;formas_pago_facturacion_"
"Maintainers/Treasury/CashRegisterLocationController.php","Maintainers/Treasury","/maintainers/treasury/cash-register-location",5,"app_maintainers_treasury_cash_register_location_index;app_maintainers_treasury_cash_register_location_create;app_maintainers_treasury_cash_register_location_edit;app_maintainers_treasury_cash_register_location_delete;app_maintainers_treasury_cash_register_location_export"
"Maintainers/Treasury/CreditCardController.php","Maintainers/Treasury","/maintainers/treasury/credit-card",6,"app_maintainers_treasury_credit_card_index;app_maintainers_treasury_credit_card_create;app_maintainers_treasury_credit_card_edit;app_maintainers_treasury_credit_card_delete;app_maintainers_treasury_credit_card_export;tarjetas_credito_"
"Maintainers/Treasury/CreditCardTypeController.php","Maintainers/Treasury","/maintainers/treasury/credit-card-type",6,"app_maintainers_treasury_credit_card_type_index;app_maintainers_treasury_credit_card_type_create;app_maintainers_treasury_credit_card_type_edit;app_maintainers_treasury_credit_card_type_delete;app_maintainers_treasury_credit_card_type_export;tipos_tarjeta_credito_"
"Maintainers/Treasury/CurrencyTypeController.php","Maintainers/Treasury","/maintainers/treasury/currency-type",6,"app_maintainers_treasury_currency_type_index;app_maintainers_treasury_currency_type_create;app_maintainers_treasury_currency_type_edit;app_maintainers_treasury_currency_type_delete;app_maintainers_treasury_currency_type_export;tipos_moneda_"
"Maintainers/Treasury/DifferenceDirectionController.php","Maintainers/Treasury","/maintainers/treasury/difference-direction",6,"app_maintainers_treasury_difference_direction_index;app_maintainers_treasury_difference_direction_create;app_maintainers_treasury_difference_direction_edit;app_maintainers_treasury_difference_direction_delete;app_maintainers_treasury_difference_direction_export;sentidos_diferencia_"
"Maintainers/Treasury/DifferenceReasonController.php","Maintainers/Treasury","/maintainers/treasury/difference-reason",6,"app_maintainers_treasury_difference_reason_index;app_maintainers_treasury_difference_reason_create;app_maintainers_treasury_difference_reason_edit;app_maintainers_treasury_difference_reason_delete;app_maintainers_treasury_difference_reason_export;motivos_diferencia_"
"Maintainers/Treasury/DifferenceTypeController.php","Maintainers/Treasury","/maintainers/treasury/difference-type",6,"app_maintainers_treasury_difference_type_index;app_maintainers_treasury_difference_type_create;app_maintainers_treasury_difference_type_edit;app_maintainers_treasury_difference_type_delete;app_maintainers_treasury_difference_type_export;tipos_diferencia_"
"Maintainers/Treasury/DocumentTypeController.php","Maintainers/Treasury","/maintainers/treasury/document-type",5,"app_maintainers_treasury_document_type_index;app_maintainers_treasury_document_type_create;app_maintainers_treasury_document_type_edit;app_maintainers_treasury_document_type_delete;app_maintainers_treasury_document_type_export"
"Maintainers/Treasury/GratuityReasonController.php","Maintainers/Treasury","/maintainers/treasury/gratuity-reason",6,"app_maintainers_treasury_gratuity_reason_index;app_maintainers_treasury_gratuity_reason_create;app_maintainers_treasury_gratuity_reason_edit;app_maintainers_treasury_gratuity_reason_delete;app_maintainers_treasury_gratuity_reason_export;motivos_gratuidad_"
"Maintainers/Treasury/GratuityTypeController.php","Maintainers/Treasury","/maintainers/treasury/gratuity-type",6,"app_maintainers_treasury_gratuity_type_index;app_maintainers_treasury_gratuity_type_create;app_maintainers_treasury_gratuity_type_edit;app_maintainers_treasury_gratuity_type_delete;app_maintainers_treasury_gratuity_type_export;tipos_gratuidad_"
"Maintainers/Treasury/PaymentConditionController.php","Maintainers/Treasury","/maintainers/treasury/payment-condition",6,"app_maintainers_treasury_payment_condition_index;app_maintainers_treasury_payment_condition_create;app_maintainers_treasury_payment_condition_edit;app_maintainers_treasury_payment_condition_delete;app_maintainers_treasury_payment_condition_export;condiciones_pago_"
"Maintainers/Treasury/PaymentMethodController.php","Maintainers/Treasury","/maintainers/treasury/payment-method",5,"app_maintainers_treasury_payment_method_index;app_maintainers_treasury_payment_method_create;app_maintainers_treasury_payment_method_edit;app_maintainers_treasury_payment_method_delete;app_maintainers_treasury_payment_method_export"
"Maintainers/Treasury/PaymentMethodTypeController.php","Maintainers/Treasury","/maintainers/treasury/payment-method-type",5,"app_maintainers_treasury_payment_method_type_index;app_maintainers_treasury_payment_method_type_create;app_maintainers_treasury_payment_method_type_edit;app_maintainers_treasury_payment_method_type_delete;app_maintainers_treasury_payment_method_type_export"
"Maintainers/Treasury/TransferIndicatorController.php","Maintainers/Treasury","/maintainers/treasury/transfer-indicator",6,"app_maintainers_treasury_transfer_indicator_index;app_maintainers_treasury_transfer_indicator_create;app_maintainers_treasury_transfer_indicator_edit;app_maintainers_treasury_transfer_indicator_delete;app_maintainers_treasury_transfer_indicator_export;indicadores_traslado_"
"Maintainers/Workshop/WorkshopController.php","Maintainers/Workshop","/maintainers/workshop/workshop",6,"app_maintainers_workshop_workshop_index;app_maintainers_workshop_workshop_create;app_maintainers_workshop_workshop_edit;app_maintainers_workshop_workshop_delete;app_maintainers_workshop_workshop_export;talleres_"
"PasswordResetController.php","Core","",0,""
"PersonTestController.php","Core","/person/test",6,"person_test_list;person_test_show;person_test_edit;person_test_delete;person_test_manual_check;person_test_field_demo"
"ResetPasswordController.php","Core","/reset-password",3,"app_forgot_password_request;app_check_email;app_reset_password"
"SettingsController.php","Core","/settings",3,"app_settings;app_settings_more;app_settings_image"
